,sarcasm,sentiment,dialect,cleaned_tweet
6447,True,NEU,msa,له ايقول له حفظ دول عربيه رجع سي عقل عرب
6448,False,POS,levant,حمدلله هاذ إذن له قط زيار قوم هال حلب شرق لى هل حلب غرب ابطال طهر حلب كل مك شام
6449,False,NEU,msa,يمن طال مقاوم منع سن مشارك معرك حرير تعزالتحالفالعربيسنداليمن
6450,True,NEG,msa,ببلاوى عتبار إخو جماعةإرهابية قرار سياسى ليس قانوني نقذ رقب حاول مجرم دماء آلاف رقب شركائ
6451,True,NEG,egypt,عني ناس قعد نكر تعر بن عد قعد برر مس من جأ نتفض كرام الإنسانللأسف كل هندفع من غياب عدل بلد
6452,False,NEU,gulf,طويل عمر بي جوال ون سود مازو اوهل شتغل سعود
6453,False,POS,msa,إصرار شعب تونس وصول كيلومتر أخير ثور خرى حد ذا هم درس دروس ثير
6454,False,NEU,msa,قسيم سور نتظار حل
6455,False,NEU,msa,روح غوغل عميل حث صخر روش شوف عين انورم انرف بن صور
6456,False,NEU,msa,ناشد جمع إنماء طرابلس ميناء جتماع رئاس روبير فرد رئيس جمهور عماد ميشال عو
6457,True,POS,msa,عتبر أسوان موقف شفيق حظ خر تاريخ متد فخر ولاد حفاد عندم قف مام صب مبار شف مام شعب ضطر مشير لى طرد
6458,False,POS,levant,حلام هالس من شوف ذهبيه حلق رب يدل وال مر تقول نت تجنن ارب يدل كلش تحب وال زغب
6459,True,NEG,msa,ان إرهاب صفو حجاز او غير قاوم سلاح قتل ير مأسوف عليهفهذ قان جاهد طبيق جميع
6460,False,POS,egypt,باقيهو حد بقاء دائم وجود موصوف بقاء أزل قابل فناء هو باق لا انتهاءاللي حفظ رتوي
6461,False,NEU,msa,رو كريم رئيس تونس عادلإمامزهرةالفنون مشاهير
6462,False,NEG,msa,له نكد على هي متحا هالصبح
6463,True,NEG,egypt,دفعول ام ساويرس رد حد قال نى مزنوق
6464,True,NEG,egypt,وم سيسى هيكسب انتخاب هعمل روفايل قول رحل
6465,False,NEU,msa,إلى يسار جس يبر
6466,False,NEU,msa,لى اخو رد معرك جه حق دبر مذبح جه حق قرأ مزيد
6467,False,NEU,msa,تغريد قديمهتم ضرب جيش ليب ناتوقبل صدار قرار مجلس أمنس آمر رنارد شو دمير بي جعل كر داعش
6468,False,NEU,msa,ديو جايد إب ميريامفارس
6469,False,NEG,msa,ثبت مكانك سي أمريكا مشروع إخوان فاشل
6470,False,NEU,msa,بام شاهد زور سور مقال
6471,False,NEU,msa,تفاصيل مهاجم دونالد ترامب شرك ورد شرك سيار توج فتح مصانع مكسيك
6472,False,NEU,msa,هدف ناد توتنهام انجليز قادم لاعب اسبان يسكو اعب مدريد
6473,False,NEU,msa,رئيس وريا شماليه رئيس دكتاتور صور إعلام غرب رئيس ناجح عادل محبوب شعب
6474,False,POS,msa,نجم جميل ناد جيم فيبيتناضيف دو عنو جمال ذكاء اناق ناديننسيبنجيم
6475,False,NEG,egypt,صوت لا تعديل دستور سقط علش دخل متاه سياس دستور هي نتكاس ديمقراط
6476,True,NEG,egypt,طول يشتم كاتب حمقى لي همي مرس صح حمقى لي همي مبار صح حمقى لي همي حل قمع عنف أنت قرب حق
6477,False,NEG,levant,مادر من قايل حق بن نه شه ميريام رس حل ازم سو وم لوع جبد خت سوى به ذا ماتب سو عني
6478,False,NEU,egypt,تر خير عل يصلحوا غلط مش تاع
6479,False,NEG,egypt,ختم تستاهل ال قدر ختم نص ساع قفز سيء في مطب ثير مال داع
6480,False,NEU,msa,جديد غوغل جزيئ نان شخيص مراض سرط
6481,False,NEG,gulf,نت ماك شي زلق مخ تب فلورز عد هو ال قدر
6482,False,NEG,msa,وافق رئاس رؤ عارض مكا وحيد سج غياهب
6483,False,NEU,egypt,مبار سحب مر فعل راجع معلوم
6484,False,NEG,egypt,رهب حد رصد صال معمم غلق مايكروف ثناء سب صحاب رض له عن محرم عراق بحر سعود
6485,False,NEU,msa,رام عياش متسابق
6486,False,NEG,egypt,سرق شحن طار محمول مصر جديد طرح أسواق طار حرام عاوز كسب حكوم جد قل ضمير سفال حقار سة ناس شكل زبال ده له مصر
6487,False,NEU,msa,اشنطن واصل مناقش حول إسقاط بشارالأسد
6488,False,NEU,msa,ميشالع ؤكد حرص لاد عزيز العلاقاتاللبنانيةالسعودية بنا السعوديةلبنان
6489,False,NEU,msa,جول انتخاب دكتور عبد منعم فتوح ثناء مرور موقف الميكروباص حي عاشر مدين صر قاش حول
6490,False,NEU,levant,قع معاش بنا لد محتل إير واسط جيش محل مسمى حزب له
6491,False,NEU,msa,ماذ دعم بام دخول ابنت جيش أمريك مواطن ات دعم رئيس أمريك ارا بام أربعاء
6492,False,NEU,msa,علاق نائب ناخب ابد أن راجع ويا جمع عموم مثلم فعل شرك مساهم عقد بين برنامج عقد شريع متعاقد
6493,False,NEG,gulf,صعود اليمينالمتطرف مخاطر هائل عالم
6494,False,POS,msa,دقائق تحدث حبيب دعبد منعم فتوح قنا حيا رؤ اوضاع اخير فى مصر مسقبل بلد
6495,False,NEU,msa,دع مجتمع دول رفض برلم عرب دي تصريح إيران عدوان يمن بحر
6496,True,NEG,levant,عني ظرف انتج ها انتخاب ركوب حرك ابناء بلد موج يأس إنتصار ايديولوجي قدر
6497,False,NEU,msa,غرب حدث اختراع ياب صدق نه موجود وكب ياب عادلامام
6498,False,NEU,gulf,بيييي ايفففففففونننن ياملاااااااكككك
6499,True,NEG,msa,مك قاع جحيم من خترع ويتر
6500,True,NEG,egypt,مرة جماع اتبهدلت عبد ناصر جم عمل ظبط تاتاراراتتت
6501,False,POS,msa,رب ديم عدم قبول بين بين اق دفع
6502,False,NEU,msa,وبون خصم تر وينت وغ لوسيت سيف وبون ريف ود ماكس فل شوز موقع جول شي ستايل مفارش حبيب مشي ناس وناس مذركير
6503,False,NEU,msa,دبياليومبريطانيا قاسم سليم شعر ثق أسد ظهر حلب
6504,False,NEU,msa,تحدث عن مجلس عسكر فعيل حال طوارئ مرفوض شكل موضوع
6505,False,NEU,egypt,تمم مهم عضو جن حكيم مهرج نيسي يوم شاهد عرض راض شكل عام نتيج الأوريزونتي عل ختام مان ساع
6506,True,NEG,egypt,صام انقلاب رجل شاهد خيان زوج شرب عصير مو سئلماذ عل قالعمل مو نفس
6507,False,NEU,msa,ارمل شاب مقيم زواج مانع تعدد
6508,False,NEU,msa,صور جلس تحضير صوير أغن مغرب جديد فن سعد رمض مخرج يد ناصيف مغرب
6509,True,NEG,msa,مخجل ان كو وتن نذر عد له مسلم
6510,True,NEG,msa,كل ريد ان رى صور اسلام هي مشوه دع حضر وم عاشوراء شيع
6511,False,NEU,msa,عرف تاريخ استخدام روسي صين حق قض الفيتوتقرير زاهر علياتحادالشبكاتالاسلامية
6512,False,NEU,msa,جه حكوم محل طلع رقاب قانون ريالمدريد رشلون
6513,False,NEU,msa,فيديو شقيق يونس نافس ريغ تر جيمس وند
6514,True,NEG,msa,ماجدةواصف عرف سماالمصري مهرجانالقاهرةالسينمائي وج دعو مصر
6515,False,POS,msa,ملك أرقام إليس
6516,False,NEU,msa,يمن صحيف خليج جهيز عسكر حرير صنعاء
6517,False,NEU,msa,من رغب اطلاع خلف موقف صين مترجم فيتو مشترك روسي حول حلب كون مع محمودري
6518,False,NEU,msa,عاجل امطار تسبب اغلاق طريق البشريةالصفاوي باد شمال فيديوصحيفةالرأي أردن
6519,False,NEU,egypt,السيدمنقدرشنستغنيعنصلاح سليمانخدتايهمنالتفويضميدو جابرجنازهشهداءالكنيسه
6520,True,NEG,egypt,قي راش وكيمون سع اكل ممنوع الاكلولاالكراش
6521,False,POS,msa,حبيب حبيب
6522,False,NEG,egypt,ماكنتش عرف صرم مولع كتير ناس لم قول تكلم قلب حتوي في قلوب تير سود نت سخ ماتقدرش خب إلل جو إخص
6523,False,NEU,egypt,نك ال دة مدلس كلام ام شهر خبراء رنسي لي علن نا متذكر
6524,True,POS,levant,رطمان حن ملي زياد ماش يدلدق أسد
6525,False,NEU,msa,مس هنان حياء شرق حلب حرر الجيشالسوري حلفائ رجس إرهاب إرهابي
6526,False,NEU,msa,قاط فتيش مناطق عد خبر يوم حسب أي ساء راود نفس ارتكاب منكر مخالف شرع اضح قياد
6527,False,NEU,msa,مايكروسوفت طلق نسخ معاين جديد ظام يندوز الاخبارالتقنية
6528,False,NEG,msa,مجزرةالصالةالكبرى جميع مجازر عدوانالسعوديةعلىاليمن صم عار جب الاممالمتحدة عالم اسلام عرب متخاذل صمت تأييد
6529,True,NEG,msa,زي ماتشوف خي مصطفىبأسم قدس حس زينب دمر حلب رؤوس هل
6530,False,NEU,egypt,مختاري حمد شيخ
6531,False,POS,msa,خلقجميل حياء رجول
6532,False,POS,levant,ياصاحب قلب جميل غريب من ماهني سيد غناء روز وم ميلاد
6533,False,NEU,egypt,مازو في مواقع وفر
6534,False,NEU,egypt,سيد نصرالل هدف كن وم ايام ديمقراط انتخاب سوري مقصود ان سقط سوري مزق
6535,False,NEU,msa,ظام لد فريق ذا ماتزوج مرور وات زواج لم تزوج ثان ياكل رش اولى
6536,False,POS,egypt,ملهمش حل عيال دي لي جميل قهو لي جنب
6537,False,NEU,msa,سوري ريفاللاذقية اشتباك الجيشالسوري أرهابي محور بان سط قصف مدفع صاروخ يستهدف قاط مواقع أرهابي
6538,False,NEU,egypt,قصد خبر اجهز لاب وب ظام يندوز
6539,False,NEU,msa,اعلان هدن عني ان حكوم دات تعاط فكار ير حديد مد هدن ساع عني ختبار ذهاب نفيذ خطو اخرى يمن
6540,False,NEU,msa,إسرائيل طلق سم يريز مفاعل نووى
6541,False,POS,levant,يوم عام خلق له جمال انت روز
6542,True,NEG,msa,ناس تفلسف على أنا أسيراستمروا سخر ما لا قود حذائ جاح صرار
6543,False,NEU,msa,تاب لا أخطاءلعواطف علو جد جناح مداركمعرضالكويتالدوليللكتاب
6544,False,NEU,msa,خلال مكتب بردي
6545,False,NEU,msa,حديث شخص حدد مك فى وطن مك هزل
6546,False,NEU,gulf,قير مسكين مايمد جمع لا ضيع
6547,True,NEG,msa,دا نطلاق ثور نت فهم ختباء بعض راء اسماء لقاب سخر ان نسجم أقوال أفعال
6548,False,NEU,msa,ير مطالب تحرك عسكري ضد ظام شار أسد لق آذا صاغيةجريدةالدستور اردن اميرك سوري
6549,False,NEG,msa,فعل سلم حلاف رى إسرائيل منع آذان قدس
6550,True,NEG,msa,اعلام غرب لسان عرب رجع سبب شل ربيع عرب دول خليج سو تخلف حقد سبب فشل نهم هذا يوم تحارب قرد
6551,False,POS,msa,قل قل دا علا شرك بس قديم فناااا
6552,False,NEU,gulf,طلع اقتراح متابع حساب نت خذ فة هاد جميل ضغط متابع طلع راح كف يانور عال مرة خرى
6553,False,NEU,msa,شاهد جوم عربى فاجئ ميس حديدى تقليد عمروأديب هواء
6554,False,NEU,msa,يمن تحالف قياد سعود تنصل تفاق مسقط وقف حرب يستبدل هدن عمانكيريأنصاراللهالأمارات
6555,True,NEG,msa,مونبيل يستهزء حرض داخل بو ضرب خرج ساح صفا ضرب كرم شعب كويت صفو شريف مصر زاد اعداد
6556,False,POS,levant,ميس زو متصدر مجموعه دون ميس خر منتخب مجموعه عادل صعوب مانختلف جود اعب بار منتخب اشيء
6557,True,NEG,egypt,إح حا عمل جلس مجلس شعب يه إخو هم يخلصوا حاج مكاتب حوج زحم مصاريف
6558,False,NEU,msa,بنغازيطاقموليام نوفيكالأمريكي غادر مركز نغاز طب إجراء عمل جراح طفال عان تشوه مر
6559,False,NEU,msa,ياسيد مستر غوغل ترجم شيء دق
6560,False,POS,msa,صباح هالوقت فيض قريح كتب يات نها سمع اظم اسماعيل عري سيد مسح لي تب كتف قط اب لي مثل أن علي خل شئ خصوص طموح شاعر آخر بدا تمنى ان شعر شتهر ذا نظر قصائد
6561,False,NEU,msa,عب رائع فطحلالعربرابط اندرويد
6562,False,NEG,msa,شايف ثعلب شرير تا الإسلامأحذري هاتف ثعالب بشر
6563,True,NEG,levant,حكومةلبنان صل خيط قسم مقاس شعب عالم آخر
6564,False,POS,msa,يسكرو لوير عند حمدلله رب ديم عم
6565,False,POS,egypt,شبيسى يز لى طماطم بير مقدرشانسى
6566,False,NEG,levant,خو داعش ين مرتب يالصوص عصر
6567,False,POS,msa,شعر جيم
6568,True,NEG,msa,مفاصل شعوب عرب طغ فاشي أسد سيس حرب جود حدود مجال حلول وسط تلاق
6569,False,NEU,egypt,او عمل سرش جوجل
6570,False,NEU,egypt,خبر عاجلبحسب استطلاع شبك هيلار لينتون تفوق دونالد ترامب
6571,False,NEU,msa,حركةالمرور ثيف اوتوستراد مطار اتجا انفاق صول لى خلد عوائق لبنانالآن
6572,False,NEU,msa,يوسفالحسيني هدف إخو وصول ميدا تحرير سيطر السادةالمحترمون
6573,False,NEU,msa,هب يديد
6574,False,NEU,egypt,هدف باراغوا رجع نغم ميس حب ذكر ميس مالعب قدام تشيليف دور مجموع كوبا فاز الارجنتينولعب نهائ
6575,True,NEG,msa,ياخ يوم صدق أن شار أسد ظام لي يجيب سط هزم امريك حس عالم لياء له صالح حسننصرالله
6576,False,NEU,msa,بنا رئيس ميشال عو يستقبل امير خالد فيصل مير مك خطو استعاد علاق سعود بنا
6577,False,NEG,msa,امريك راع ارهاب حالف دول ضرب داعش نم دعم داعش بير سعود عالم عرف
6578,False,NEU,gulf,ات شخص عاطف صعب عترف افضل مسلسل او لم انم ذكر نفس تابع هار وتر نه تابع ضعف ضعاف
6579,False,NEG,msa,صور تحدث نفس مصر الداخليةبلطجية حر محمدمحمود جراف
6580,False,NEU,msa,شط أن بنا روح افروف
6581,False,NEG,msa,رئيس زراء عراق موقر فط عراق تم هب حقل علاس حقل عجيل صلاح دينرسال حد عراقي غيار رسل
6582,False,NEG,msa,حشد شعب هدد ردوغ هدد سعود هدد بضائع ترك قائل إن خطر سبب ردوغ أن جيش ركي
6583,False,NEU,msa,بام عل حال طوارئ ساوث ارولا عرض إعصار ماثي خلال أيام ماض سقوط مئ ضحاي
6584,False,NEU,msa,لوبير
6585,False,POS,msa,يارب عو صر رحم شيء سكا حلب يارب رحم ضعف صغير شيب بير فجع ثكالى مقهور
6586,False,NEG,msa,حبس منع بعد اهلى محااااال
6587,False,NEU,msa,ضل تطبيق ندرويد هذا أسبوع
6588,False,NEU,msa,بام يريز كد عدال روح فكر صهيون قى رئيس أمريك ارا بام لم خلال مراسم دف
6589,True,NEG,msa,مدرس مصر علم طلاب إسرائيل طيب قلب
6590,False,NEU,msa,إحلف نك وال زغب
6591,False,NEU,msa,ديو مصرع مقيم مني إثر نقلاب سيار ثناء بث مباشر سب
6592,False,POS,msa,مساااء خير جميع
6593,False,POS,egypt,شكر دعم
6594,False,NEU,levant,قرر عائل كريم ني نام جد ليل مدين طب مش قولل مستشف صار يت اولودار بو يت ثان
6595,True,NEG,egypt,ليس لدى عياد سوي دور تنم شر ضح يها عالناس فلوس اعلان صفح سب لخ انسان
6596,True,NEG,msa,رجل مس منح ظهر سير طريق قال شاب سخر قوس عم قال عش أتي لا ثم ون رد
6597,False,POS,egypt,نسب ناس لي تقول نه هتحبكل ضحك هي تعيط حضر نا مش هسيب عيط
6598,False,POS,msa,انوا رجال مرسىرئيسى كانوارجال الشعبيردتحيةالرئيس ناحازم سنحياكراما
6599,True,POS,egypt,ائلجمع عمل معلق يقول مش هنعتبر ئل لي عمل خلاص عتبر مالجمع او جمالجمعةجيمي
6600,False,NEU,msa,ستبقىحلبما قيت له لا له زلزل عروش طغاه
6601,False,NEU,egypt,زا ويتر قي حزب عدل قل يع بقى يك جبه قو ماش ده تفاوض
6602,False,NEU,msa,مرسوم عقيد خارج روس روسي هتم علاق منفع متبادل الولاياتالمتحدة
6603,False,NEG,msa,ليل عبدالرحيمعلى ذيع تسريب جديد برادعى القاهرةوالناس عاشر البرادعىخاين باسمحرامى شطا
6604,False,NEG,msa,اسرائيل فرض غرام مسجد سبب رفع أذ رفعالأذ سط
6605,True,NEG,msa,عاجلمجلس أمن طالب منى خروج ويتر ورا وكيمون دعو تهدئه عزم بار لي تحتوالاتصالات هد
6606,False,NEU,egypt,حام اي شيء فى ثوان خطو قط مهرجانالقاهرهالسينمايي
6607,False,NEU,msa,السعوديهتقنتلحلب ور وليس روسي تدخل انتخاب كبر دول غرب مانيا طريق مريك
6608,False,POS,msa,سم مل جديد ذة عطاء
6609,True,NEG,egypt,مايمرروهمهما عمل دستور ده مش هيعيشلأنه لد ميت ني اطل قود اطلد قناع مؤمن يها
6610,False,NEG,msa,تعلم دور إحتيال ان جميع محل شك أخو إلل مك أبو عبط نعنبوزينها
6611,False,NEU,msa,سيناتور ميرك بام انتقام حوثي إير سريع جعل ابوسا منطق
6612,False,NEU,msa,مانيا طالب ناتو مزيد حوار روسي تفاصيل ضغط رابط الوطنالعربى
6613,False,NEG,levant,وضع يا ين سار لد شيخ أين جاء ير رك على سليوووو محمد عبدالسلام
6614,False,NEU,gulf,مل بي يفو بي كمل مبلغ عش شتر اب جامعه كف مو قادر جمع
6615,False,POS,egypt,عند حد شب هار وتر نه يوت
6616,False,NEU,msa,الأممالمتحدة التعاونالإسلامي ؤكد هم تصد أيديلوج متطرف نيويور سعود شرق
6617,False,NEG,egypt,عني فهم لام امريك روسي حارب اسرائيل حاول تقو محور مقاوم إسرائيل عراق سوري مصر يمن بنا
6618,False,NEU,msa,غوغل ضع لمس أخير متصفح روم قليل ستهلا ذاكر
6619,False,NEU,msa,فعيل ترجم تصال إنترنت على يفو
6620,False,NEU,msa,وب ديل فائز نوبل أدب حضر مراسم سلم جائز لدى قت راغ
6621,False,NEG,msa,ريد ستلام حلب ظن خانالشيحلافروف حادث ير خرج مجاهد منهاعجيب مالذ ملك مريك عداء ايقل عداء روسي
6622,False,NEU,msa,تين نا حايل في وال زغبى
6623,False,NEU,msa,عل جولي سانج مؤسس منظم يكليكس دن ضيح قول نه حطم هيلار لنتون نه عائل لنيون تاس ويت ورص وركس
6624,False,NEG,egypt,فعل درر حرام حرام له حرام نقط نقاط عجز لس صف وكب تنس فتقد
6625,False,NEG,msa,محادث ترامب زعماء عالمي ذعر الدبلوماسيين سبوتن الولاياتالمتحدة
6626,False,NEU,msa,مفاجاء غي مون نايلةالصليبي موجز عاشر توقيت اريس مون ارلو دول مباشر عبر فيسب
6627,False,NEU,msa,حلق أمس رنامج جهةنظر إعلام على الزهريتحركات منظوم عدل معاول بناء يدتحميويدتبني
6628,False,NEU,msa,هدد عود حمدشفيق مصر نظام حال
6629,False,NEU,msa,اعلام محترم وسف حسين طالب إعاد تح تحقيق حريق مسرح قصر ثقاف ني سويف
6630,False,POS,msa,الازمهالقطريهالازمهالخليجيه ازم قرص ذن اصحاب غرور مثل قال اتح كبار نت صغر من لهم حفظ ملك ول عهد جميع شعوب خليج عرب اسلام
6631,False,NEU,msa,ان ست در يكي يونس قاق
6632,False,POS,msa,ناس دلوق منقسم لاقساميابتتجوزيابتفرح بالنتيجهيابتلعب بوكيمونوانت قي تعمل يهلا هدفى كبر ده كتيرب
6633,False,POS,gulf,توقع نا خر حد شوف لم راميعياش حبحكايه ضييييع جمال افلام صح اندمآج حمآس ول مشهد
6634,False,POS,levant,توت دار توت دار صبر زم ان جار ابد منعود طول مشار يابافلسطين
6635,False,NEU,egypt,عرف ول دخل جوجل قول نت ما قول ايو قولي
6636,False,NEU,levant,شموع كريسماس اتريشيا دي نيكول عطور منزل
6637,False,NEU,levant,دام نه مال هار وتر ستعمل
6638,False,NEU,msa,رب ظلوم فيت بحربهفأوقعه مقدور قوعفم إسلام تعبداوأدعية تقى دروع
6639,False,NEU,gulf,وش كثر شي شتر مواقع تواصل اجتماع انستقرام يس وك يبا مازو
6640,False,NEU,msa,جرا إطلاق صل صواريخ تجمع الجيشالسعودي آليا موقع هرم محقق إصاب مباشر لبنانالآن
6641,False,POS,msa,شاهد عكاز سالم دوسر مرة خرى معسكر منتخب سعود الهلالالسد
6642,False,NEG,gulf,لف رش غير قماش فرامل في أخير ضطر صلح عامل جاء أمس دغال ريقي ضعف أجر سعود
6643,False,NEU,msa,ير وعسيريجداليهود
6644,False,NEU,msa,شهد تاريخ ان نو ول خترع مانيك تشالنج
6645,False,NEU,msa,إير هجوم جليل حكوم روح رصد ثور او هابو
6646,False,POS,msa,شيء شرح نفس بعد نظر أمر أن كسر صور نمط حول أقاويل أن مجتمع هتم أكل ثقاف معرضجدةالدوليللكتاب
6647,False,NEU,msa,موقع لم صين دعم اقتصاد مصر مليار صين
6648,False,NEU,msa,دسم بل عداد طلب بعث داخل تقلص مقارن عام ماض
6649,False,NEG,msa,نزل مظاهر سلاح انتماء سياس مشروع قاتل جب محاكم
6650,False,NEU,levant,ذبح غياب أستحيت اسألكأنت تشتاقل ثر شتاقل
6651,False,NEU,msa,يمن أطباءبلاحدود ستقبل جريح دا حرب يمن
6652,False,NEG,msa,قرار مرس انتقام
6653,False,NEU,msa,اشيما انتلرز يابان شار طول ند عالم مستضيف طل سي لم سبق حقيق وصل نهائ انتظار مدريد
6654,False,NEG,msa,عزل انقلاب عالمي تزايد كل دول عالم منع مواطن ذهاب لى مصر حقراء خليج ممولى انقلاب منع هل
6655,False,NEU,msa,ارث جالاكس وت فتح باب شرك بل حقيق مبيع خرافيةاكتشفوا مزيد أرقام
6656,False,POS,msa,لهم آمين كل تمنا قلوب
6657,False,NEU,msa,رسمي أهل واج رشلون إسبان دوح
6658,False,NEU,msa,يمن حوثي لزم مدارس صنعاء إقام عال حرب جمع تبرع بنك
6659,False,NEU,msa,بقى مناظر خير مرشح رئاس امريك ظن جزم ان فوز كو صيب هيلار لنتون علم له معط قول
6660,False,POS,egypt,قبولالجامعه دول اخرى أول أبناء وطن هذا شي معروف عكس اول أجنب مج دون وس تم قديم مواطن
6661,True,NEG,egypt,خرج نهارده قي شوارع كل حيط على هاشتاج انتخبواالبرص حاج تان عن برص انقح
6662,False,NEU,msa,خاص هذه أسباب قرر عادلإمام محط مبيس
6663,True,NEG,msa,براك قال مح داو ذر مبار وسم غلط شيوخ يوم ثني طالب طبيق قان قذف شتم جويهل قدر
6664,True,NEG,levant,عط سام وكيمون
6665,False,POS,levant,حب غرد خارج ميل أخي له مفتقد درر مفتقد عليق مباري يالشط قدر تخيل تنس دون
6666,False,NEU,msa,اليمنيةنائب رئيس تحضير حضرموت جامع ؤكد دور إعلام إنجاح مؤتمر
6667,False,NEU,msa,رفاع ممثل مركز دول وساط تحكيم رباط مجتمع
6668,False,POS,egypt,ان حمل ماري ديت عب قدر بارى مع زي زي غير
6669,False,NEG,levant,نمس يم متطرف قر بهزيمتهالأردناليوم اردن
6670,False,POS,msa,نضم مع إستمتاع أوق ممتع أهل أصدقاء خلال موسم أعياد فندق خليج بحر
6671,False,POS,msa,ظل ذكرى استشهاد بطل عبد منعم رياض خليد ملحم مضيئ نصع صفح تاريخ مصرى رمز بطول معرك استنزاف تح فى ذكرا
6672,False,NEU,msa,عب جديد تقن واقع إفتراض صدر أسبوع إسم
6673,False,NEU,egypt,خيرعند تذكر تعمل قرر غير حجز نا خارج مصر يه حل رحل ياب عم لى قاهر صباح
6674,False,NEG,msa,إستمرار خاذل مجتمع دول عدم رفع حظر جو مطار صنعاء ضاعف إعداد وف جرحى مجزرةالقاعةالكبرىالحظرالجويجريمةحرب
6675,False,NEU,msa,عرض اسبوع اف متابع درر حكم حكم حكم بيات نصر هلال فتح لم لم وح اتحاد
6676,False,POS,msa,روجر درر تدرب إذن له راجع قو
6677,False,NEU,msa,نا شكر شار مراسم استرداد قطع ثر الولاياتالمتحدةالتفاصيل
6678,False,NEG,msa,الاحدديسمبر سعودياوجيهبدونرواتب سعدالحريري موعد طالب حقوق مسلوب مصروف ائم يت وسط
6679,False,NEU,msa,متجر مازو تصدر قائم كبر متاجر الكترون مبيع سنو مريك عام بل أت ثانياالتجارةالالك
6680,False,NEG,egypt,مبد هجير أقباط منازل حدوث وتر طائف جريم إضاف حق مواطن مصري صدق ان دول صدق ان شرط عاجز حما
6681,True,NEG,egypt,عايز كل رجل قبيل عايز متقسم عمرواديب عبيط رسمى ظمى
6682,False,POS,msa,حلم دوم كو أفضل جميع ذا جمع بوكيم سلاح منيع وكيمون جمع ان
6683,True,NEG,gulf,او رقام صباب رندف او نه مثل على قدام كامير نه شف له اوبام مخلغ سنا سوالف
6684,False,POS,egypt,لي قضاء رمض ماف مشكل قدر صوم عاشوراء أن عرف عائش رض له عن أن قض شهر شعب انت صوم سنن
6685,False,NEU,msa,نغازى عصيه عود حيا غياب دام قارب وات كرامه ياكبدر
6686,False,POS,msa,ضل طرق إلتقاط صور سطح مكتب يندوز دون رامج
6687,False,NEU,msa,مر ذكرى مولد نبو شريف كر هد هدي سيد حبيب محمد صلا سلام
6688,False,NEU,msa,عاجل نيويور مجلسالأمن صوت قرار دعو شر مراقب حلب داخل حيائ شرق
6689,False,POS,egypt,وم سقي ياسم شام سوري هر دجل فر عراق هدأ مصر دخل اقصى آمني ضلل
6690,False,NEG,msa,ماذ علق أمر أمن مواطن عرب سكت نظم حال خاشقج سمع اي عليق اي حكوم عرب كأن مواط غرب
6691,False,NEG,msa,قرموط لالمملكةحذاري محاول حديث مصر موقف مصلح إسرائيلالسعودية
6692,False,NEU,egypt,دباسم وسف عمل رنامج برنامج سسسسسس
6693,False,NEG,msa,احتلال صدر حكم سجن عام ضد شاب مقدسي
6694,False,NEG,msa,قاهر برد مسلح بو ورد وثق خراج مسلح مذلول حلب شرق
6695,False,NEG,msa,أرجن شي دون ميس زت داء مقنع
6696,False,NEU,msa,قام لجن دين تحالف وطن ديمقراط سور مكتب حلب رعا حتفال عيد مولد نبو شريف جامع
6697,True,NEG,egypt,زعيم شعب بياد فى ثانو زعيم شعب حر دكتورا كبر جامع عالم
6698,False,NEG,levant,قالتل برك في بن نت رجعت بلد سن ووور سورياياوجعي قع مرير عم نعيشو
6699,False,NEU,egypt,طلع استرو طرابلس حنا مش عارف
6700,False,NEG,msa,تاب موقع مقال عنوان اعلام غرب ارهاب ازدواج توظيف هاد قبيس اميرك داعش جبهةالنصرة
6701,False,NEU,msa,عبد رحمن راشد مقال كتب حضور حفل استعراض ني رياض
6702,False,NEU,msa,إعلام غرب لدى إنطباع صدر محلل صحف سعودي موج الدولةالمهنية تطلب ؤكد صف رسم رأ شخص
6703,True,NEG,egypt,مشاهير عني له هم خبار مؤخر يم كارداشي رموش يندال علاق يونس زوج ميكب عل مال داع
6704,False,NEG,egypt,آندي يرسا مشهور مو مطبل جس يبر طق ذي
6705,True,NEG,egypt,متزوج رمض رش صور ان تاسع سلاما جي نقال
6706,False,POS,egypt,رغم ان خلايج يقولو ريكينغ انستقرام غوغل كتر ناس يكونو مغطي مسلسل معلوم حاضر عامل جا شعب والتر يت
6707,False,POS,levant,ساعةنوال نت مي نت إلى إليس
6708,False,POS,msa,أنت رسم أنس نفس رض
6709,False,POS,msa,خلقجميل حترم اي امراء ماتجرح ابقول ابعمل
6710,False,POS,gulf,يااارب فوز مع بي يفو له سعد
6711,False,NEG,msa,وسف حسين فضح ذب قنا جزير كشف مثيل اخو دور موت شراف جزير
6712,False,NEU,gulf,كف مل نا كف حال ماتسمح شتر جوال بي يفو كف
6713,False,NEG,egypt,مرير دستور ارث تهديد حرب هل كأن نمض عقد شهاد زور هديد سلاح شغل ليق عصاب
6714,True,NEG,msa,سعوديةتكسريدزوجهابساطور نا طالب لجن حفظ حقوق رجال حما عنف أسر
6715,False,NEG,msa,قال يه جماع نصار يت مقدس اسرائيل دلت يافته لي حدود مع حاطتل ياف تل بيب
6716,False,NEU,msa,ارا بام شجع إبنت إلتحاق جيش
6717,False,NEG,msa,إير طالب ممر جو قل جرحى مجزر صنعاء
6718,False,POS,egypt,جا حبي سياس مجلس شعب
